"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"ROM406","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","0.17","0.327","0.447","0.394","0.835","0.073","0.248","0.025","0.027","0.034","0.013"
"ROM406","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.094","0.264","0.126","0.284","0.406","0.132","0.026","0.005","0.005","0.005","0.013"
"ROM406","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.209","0.282","0.181","0.369","0.545","0.099","0.089","0.017","0.012","0.016","0.013"
"ROM406","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","0.144","0.528","0.318","0.47","0.78","0.19","0.215","0.047","0.037","0.036","0.027"
"ROM406","2014.0","18.0","04/29/2014 09:00:00","05/06/2014 08:00:00","0.173","0.445","0.124","0.305","0.424","0.185","0.14","0.024","0.019","0.022","0.013"
"ROM406","2014.0","15.0","04/08/2014 09:00:00","04/15/2014 08:00:00","0.159","0.644","0.17","0.365","0.529","0.24","0.125","0.029","0.018","0.027","0.013"
"ROM406","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","0.164","0.18","0.08","0.154","0.231","0.073","0.035","0.009","0.006","0.007","0.013"
"ROM406","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","","","","","","","","","","",""
"ROM406","2014.0","16.0","04/15/2014 09:00:00","04/22/2014 08:00:00","0.234","0.984","0.377","0.486","0.855","0.355","0.193","0.065","0.028","0.035","0.012"
"ROM406","2013.0","18.0","04/30/2013 09:00:00","05/07/2013 08:00:00","0.289","0.684","0.901","0.463","1.357","0.397","0.168","0.028","0.025","0.029","0.013"
"ROM406","2013.0","14.0","04/02/2013 09:00:00","04/09/2013 08:00:00","0.146","0.628","0.242","0.323","0.56","0.204","0.168","0.031","0.028","0.025","0.014"
"ROM406","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.133","0.54","0.359","0.22","0.576","0.178","0.244","0.033","0.04","0.038","0.013"
"ROM406","2013.0","15.0","04/09/2013 09:00:00","04/16/2013 08:00:00","0.099","0.536","0.449","0.263","0.708","0.255","0.081","0.015","0.012","0.013","0.01"
"ROM406","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.253","0.573","0.157","0.302","0.454","0.226","0.066","0.018","0.011","0.022","0.013"
"ROM206","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","0.194","0.327","0.16","0.326","0.481","0.114","0.103","0.017","0.016","0.024","0.013"
"ROM206","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","0.265","0.532","0.482","0.592","1.065","0.213","0.29","0.051","0.043","0.031","0.014"
"ROM206","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","0.073","0.205","0.107","0.199","0.303","0.08","0.038","0.009","0.006","0.008","0.013"
"ROM206","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.117","0.501","0.326","0.209","0.532","0.166","0.242","0.033","0.037","0.029","0.012"
"ROM206","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.153","0.341","0.184","0.403","0.581","0.148","0.099","0.022","0.014","0.014","0.013"
"ROM206","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.179","0.278","0.165","0.41","0.569","0.092","0.085","0.015","0.012","0.016","0.013"
"ROM206","2014.0","15.0","04/08/2014 09:00:00","04/15/2014 08:00:00","0.182","0.603","0.15","0.327","0.472","0.227","0.115","0.026","0.016","0.024","0.013"
"ROM206","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","0.177","0.337","0.078","0.257","0.331","0.13","0.032","0.006","0.006","0.009","0.013"
"ROM206","2014.0","16.0","04/15/2014 09:00:00","04/22/2014 08:00:00","0.239","0.961","0.35","0.496","0.838","0.345","0.185","0.062","0.027","0.035","0.013"
"ROM206","2013.0","17.0","04/23/2013 09:00:00","04/30/2013 08:00:00","0.117","0.718","0.277","0.284","0.557","0.221","0.191","0.036","0.032","0.027","0.008"
"ROM206","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","0.154","0.565","0.371","0.488","0.851","0.2","0.242","0.05","0.036","0.037","0.019"
"ROM206","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","0.078","0.503","0.332","0.25","0.578","0.159","0.116","0.039","0.022","0.025","0.013"
"ROM206","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","0.215","0.502","0.348","0.174","0.519","0.192","0.202","0.033","0.028","0.023","0.014"
"ROM206","2014.0","14.0","04/01/2014 09:00:00","04/08/2014 08:00:00","0.14","0.657","0.151","0.227","0.374","0.262","0.094","0.016","0.011","0.016","0.013"
"ROM206","2013.0","15.0","04/09/2013 09:00:00","04/16/2013 08:00:00","0.128","0.55","0.427","0.248","0.671","0.247","0.089","0.017","0.013","0.014","0.013"
"ROM206","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.271","0.574","0.149","0.337","0.48","0.228","0.08","0.019","0.013","0.025","0.013"
"ROM206","2013.0","18.0","04/30/2013 09:00:00","05/07/2013 08:00:00","0.268","0.645","0.615","0.546","1.152","0.314","0.153","0.026","0.023","0.027","0.013"
"ROM206","2013.0","16.0","04/16/2013 09:00:00","04/23/2013 08:00:00","0.117","0.71","0.285","0.282","0.563","0.222","0.186","0.035","0.031","0.026","0.009"
"ROM206","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.148","0.296","0.131","0.35","0.476","0.14","0.039","0.005","0.007","0.006","0.014"
"ROM206","2014.0","18.0","04/29/2014 09:00:00","05/06/2014 08:00:00","0.175","0.445","0.19","0.289","0.474","0.189","0.214","0.035","0.03","0.031","0.015"
"ROM206","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","0.091","0.481","0.212","0.388","0.594","0.196","0.091","0.016","0.014","0.014","0.013"
"ROM206","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.11","0.277","0.191","0.355","0.54","0.083","0.128","0.022","0.02","0.019","0.014"
"ROM206","2013.0","14.0","04/02/2013 09:00:00","04/09/2013 08:00:00","0.15","0.623","0.259","0.282","0.536","0.208","0.174","0.031","0.029","0.026","0.015"
"ROM206","2014.0","17.0","04/22/2014 09:00:00","04/29/2014 08:00:00","0.164","0.526","0.247","0.167","0.412","0.189","0.225","0.058","0.028","0.027","0.02"
"ROM206","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","0.171","0.292","0.41","0.378","0.782","0.078","0.213","0.021","0.026","0.029","0.013"
"ROM206","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","0.308","0.679","0.392","0.464","0.848","0.234","0.319","0.06","0.049","0.049","0.012"
"YEL408","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","1.616","0.459","0.122","0.101","0.222","0.184","0.118","0.021","0.015","0.017","0.014"
"YEL408","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.343","0.297","0.234","0.103","0.335","0.107","0.103","0.02","0.02","0.019","0.015"
"YEL408","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.853","0.294","0.164","0.128","0.29","0.121","0.097","0.016","0.013","0.014","0.014"
"YEL408","2014.0","17.0","04/22/2014 09:00:00","04/29/2014 08:00:00","0.339","0.34","0.118","0.141","0.256","0.115","0.057","0.019","0.012","0.013","0.023"
"YEL408","2014.0","14.0","04/01/2014 09:00:00","04/08/2014 08:00:00","0.678","0.599","0.14","0.14","0.277","0.257","0.033","0.007","0.005","0.014","0.014"
"YEL408","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","2.166","0.176","0.062","0.089","0.149","0.058","0.048","0.011","0.009","0.011","0.014"
"YEL408","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.227","0.214","0.103","0.067","0.169","0.086","0.056","0.008","0.01","0.011","0.016"
"YEL408","2013.0","17.0","04/23/2013 09:00:00","04/30/2013 08:00:00","0.61","0.883","0.341","0.184","0.522","0.299","0.461","0.032","0.056","0.056","0.014"
"YEL408","2014.0","15.0","04/08/2014 09:00:00","04/15/2014 08:00:00","1.431","0.622","0.203","0.208","0.408","0.254","0.119","0.013","0.016","0.024","0.014"
"YEL408","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","0.654","0.388","0.175","0.164","0.337","0.175","0.106","0.015","0.016","0.023","0.013"
"YEL408","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","0.844","0.308","0.111","0.148","0.256","0.11","0.039","0.008","0.007","0.012","0.012"
"YEL408","2013.0","15.0","04/09/2013 09:00:00","04/16/2013 08:00:00","0.786","0.39","0.076","0.104","0.178","0.138","0.046","0.008","0.007","0.01","0.015"
"YEL408","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","0.723","0.773","0.222","0.328","0.545","0.277","0.191","0.03","0.029","0.037","0.014"
"YEL408","2014.0","16.0","04/15/2014 09:00:00","04/22/2014 08:00:00","0.445","1.053","0.293","0.198","0.488","0.355","0.183","0.039","0.025","0.047","0.014"
"YEL408","2013.0","14.0","04/02/2013 09:00:00","04/09/2013 08:00:00","0.428","0.369","0.151","0.111","0.26","0.129","0.077","0.01","0.013","0.015","0.014"
"YEL408","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","0.472","0.204","0.101","0.101","0.2","0.09","0.049","0.006","0.007","0.013","0.012"
"YEL408","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","0.773","0.32","0.091","0.122","0.211","0.124","0.048","0.01","0.009","0.01","0.016"
"YEL408","2013.0","16.0","04/16/2013 09:00:00","04/23/2013 08:00:00","0.493","0.502","0.132","0.12","0.25","0.183","0.076","0.008","0.011","0.013","0.019"
"YEL408","2013.0","18.0","04/30/2013 09:00:00","05/07/2013 08:00:00","0.727","0.695","0.229","0.202","0.428","0.251","0.143","0.018","0.023","0.022","0.014"
"YEL408","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","0.75","0.274","0.161","0.127","0.285","0.089","0.131","0.027","0.023","0.024","0.012"
"YEL408","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.369","0.393","0.154","0.207","0.358","0.162","0.058","0.017","0.009","0.019","0.012"
"YEL408","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","0.761","0.471","0.345","0.139","0.482","0.164","0.243","0.049","0.042","0.027","0.014"
"YEL408","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","0.345","0.507","0.211","0.204","0.412","0.193","0.129","0.02","0.022","0.028","0.016"
"YEL408","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.774","0.256","0.049","0.122","0.169","0.106","0.033","0.005","0.007","0.007","0.013"
"YEL408","2014.0","18.0","04/29/2014 09:00:00","05/06/2014 08:00:00","2.054","0.553","0.236","0.216","0.449","0.197","0.246","0.043","0.039","0.038","0.016"
"YEL408","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.683","0.243","0.115","0.089","0.202","0.082","0.104","0.02","0.017","0.012","0.013"
"GRS420","2013.0","17.0","04/23/2013 09:00:00","04/30/2013 08:00:00","0.438","1.771","0.108","0.994","1.086","0.456","0.162","0.075","0.037","0.07","0.016"
"GRS420","2014.0","16.0","04/15/2014 09:00:00","04/22/2014 08:00:00","1.275","2.011","0.518","1.168","1.667","0.631","0.182","0.148","0.045","0.087","0.017"
"GRS420","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","0.836","0.918","0.329","1.181","1.492","0.398","0.211","0.069","0.055","0.067","0.016"
"GRS420","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","0.262","0.564","0.099","0.462","0.553","0.185","0.039","0.019","0.012","0.069","0.016"
"GRS420","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","0.54","1.253","0.288","0.775","1.05","0.412","0.288","0.031","0.04","0.063","0.016"
"GRS420","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.291","0.856","0.214","0.648","0.852","0.211","0.181","0.059","0.028","0.039","0.028"
"GRS420","2013.0","15.0","04/09/2013 09:00:00","04/16/2013 08:00:00","0.73","1.542","0.183","1.381","1.542","0.264","0.188","0.274","0.053","0.079","0.017"
"GRS420","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","0.349","1.239","0.6","0.891","1.477","0.327","0.214","0.34","0.068","0.088","0.185"
"GRS420","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.172","1.379","0.265","0.679","0.933","0.381","0.189","0.143","0.044","0.109","0.024"
"GRS420","2014.0","15.0","04/08/2014 09:00:00","04/15/2014 08:00:00","0.813","1.905","0.37","1.259","1.609","0.599","0.169","0.211","0.047","0.064","0.057"
"GRS420","2013.0","18.0","04/30/2013 09:00:00","05/07/2013 08:00:00","0.186","0.797","0.152","0.418","0.563","0.182","0.067","0.111","0.029","0.064","0.034"
"GRS420","2014.0","14.0","04/01/2014 09:00:00","04/08/2014 08:00:00","0.899","1.722","0.181","0.958","1.124","0.34","0.154","0.21","0.044","0.056","0.016"
"GRS420","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","0.713","2.123","0.234","1.678","1.885","0.726","0.278","0.025","0.05","0.064","0.016"
"GRS420","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","0.389","1.127","0.106","0.983","1.073","0.121","0.17","0.165","0.042","0.058","0.008"
"GRS420","2014.0","17.0","04/22/2014 09:00:00","04/29/2014 08:00:00","0.851","2.141","0.1","1.337","1.416","0.497","0.212","0.081","0.048","0.116","0.016"
"GRS420","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","0.198","0.829","0.4","0.394","0.788","0.205","0.093","0.241","0.043","0.07","0.028"
"GRS420","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.724","0.66","0.151","0.837","0.974","0.236","0.126","0.045","0.022","0.048","0.016"
"GRS420","2014.0","18.0","04/29/2014 09:00:00","05/06/2014 08:00:00","0.655","1.148","0.203","0.876","1.065","0.43","0.332","0.039","0.037","0.088","0.016"
"GRS420","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.359","1.161","0.157","1.217","1.355","0.279","0.191","0.098","0.043","0.09","0.015"
"GRS420","2013.0","14.0","04/02/2013 09:00:00","04/09/2013 08:00:00","1.43","1.847","0.559","2.074","2.6","0.494","0.291","0.274","0.07","0.065","0.054"
"GRS420","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","0.318","1.654","0.178","0.878","1.042","0.312","0.154","0.265","0.053","0.111","0.016"
"GRS420","2013.0","16.0","04/16/2013 09:00:00","04/23/2013 08:00:00","0.506","2.022","0.228","0.974","1.186","0.55","0.154","0.218","0.048","0.094","0.016"
"GRC474","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","0.253","0.584","0.397","0.183","0.577","0.2","0.51","0.112","0.058","0.04","0.063"
"GRC474","2013.0","14.0","04/02/2013 09:00:00","04/09/2013 08:00:00","0.175","0.677","0.287","0.382","0.663","0.193","0.276","0.05","0.041","0.037","0.014"
"GRC474","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.213","0.334","0.192","0.238","0.426","0.079","0.134","0.049","0.021","0.016","0.014"
"GRC474","2013.0","16.0","04/16/2013 09:00:00","04/23/2013 08:00:00","0.16","0.735","0.27","0.266","0.531","0.257","0.264","0.075","0.044","0.035","0.028"
"GRC474","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","0.187","0.423","0.326","0.355","0.675","0.13","0.358","0.093","0.054","0.032","0.03"
"GRC474","2014.0","16.0","04/15/2014 09:00:00","04/22/2014 08:00:00","0.23","0.959","0.538","0.429","0.961","0.302","0.303","0.157","0.045","0.044","0.021"
"GRC474","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","0.188","0.357","0.114","0.184","0.296","0.13","0.151","0.032","0.023","0.023","0.017"
"GRC474","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.166","0.501","0.247","0.333","0.574","0.166","0.264","0.074","0.036","0.032","0.045"
"GRC474","2013.0","17.0","04/23/2013 09:00:00","04/30/2013 08:00:00","0.159","0.824","0.344","0.347","0.685","0.263","0.327","0.093","0.059","0.042","0.039"
"GRC474","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","0.248","0.54","0.242","0.309","0.545","0.192","0.279","0.069","0.04","0.035","0.03"
"GRC474","2013.0","18.0","04/30/2013 09:00:00","05/07/2013 08:00:00","0.27","1.047","0.512","0.366","0.873","0.304","0.52","0.16","0.086","0.077","0.077"
"GRC474","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","0.247","0.4","0.159","0.239","0.394","0.14","0.175","0.051","0.025","0.016","0.015"
"GRC474","2014.0","18.0","04/29/2014 09:00:00","05/06/2014 08:00:00","0.284","0.556","0.175","0.401","0.57","0.204","0.287","0.056","0.037","0.031","0.037"
"GRC474","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","0.278","0.058","0.078","0.186","0.261","0.022","0.075","0.014","0.012","0.007","0.013"
"GRC474","2014.0","17.0","04/22/2014 09:00:00","04/29/2014 08:00:00","0.19","0.696","0.44","0.163","0.601","0.197","0.435","0.198","0.056","0.048","0.082"
"GRC474","2014.0","15.0","04/08/2014 09:00:00","04/15/2014 08:00:00","0.222","0.573","0.181","0.431","0.605","0.214","0.232","0.063","0.036","0.036","0.019"
"GRC474","2014.0","14.0","04/01/2014 09:00:00","04/08/2014 08:00:00","0.138","0.621","0.334","0.187","0.518","0.196","0.289","0.087","0.031","0.031","0.015"
"GRC474","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","0.129","0.446","0.17","0.494","0.656","0.139","0.137","0.039","0.02","0.018","0.013"
"GRC474","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.241","0.553","0.165","0.273","0.433","0.206","0.162","0.046","0.026","0.028","0.018"
"GRC474","2013.0","15.0","04/09/2013 09:00:00","04/16/2013 08:00:00","0.223","0.545","0.381","0.265","0.642","0.17","0.298","0.15","0.049","0.037","0.119"
"GRC474","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.161","0.654","0.378","0.235","0.61","0.187","0.452","0.108","0.078","0.057","0.058"
"GRC474","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","0.203","0.606","0.283","0.398","0.675","0.105","0.168","0.139","0.034","0.028","0.014"
"GRC474","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","0.306","0.699","0.297","0.418","0.708","0.227","0.337","0.083","0.052","0.045","0.014"
"GRC474","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","0.24","0.731","0.503","0.455","0.951","0.249","0.397","0.144","0.063","0.049","0.062"
"GRC474","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.145","0.511","0.364","0.3","0.659","0.141","0.348","0.127","0.047","0.04","0.039"
"GRC474","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.279","0.373","0.357","0.171","0.524","0.107","0.146","0.108","0.028","0.023","0.029"
"YOS404","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.282","0.557","0.201","0.287","0.484","0.213","0.059","0.073","0.018","0.025","0.015"
"YOS404","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","0.428","1.038","0.649","0.444","1.086","0.375","0.129","0.172","0.044","0.051","0.016"
"YOS404","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.19","0.461","0.35","0.224","0.571","0.05","0.175","0.11","0.043","0.039","0.021"
"YOS404","2014.0","18.0","04/29/2014 09:00:00","05/06/2014 08:00:00","0.438","0.851","0.459","0.447","0.899","0.192","0.211","0.135","0.054","0.052","0.054"
"YOS404","2013.0","18.0","04/30/2013 09:00:00","05/07/2013 08:00:00","0.538","1.306","0.764","0.343","1.102","0.244","0.341","0.368","0.079","0.086","0.169"
"YOS404","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.128","0.47","0.318","0.294","0.607","0.083","0.133","0.167","0.037","0.041","0.061"
"YOS404","2013.0","15.0","04/09/2013 09:00:00","04/16/2013 08:00:00","0.204","0.5","0.441","0.294","0.73","0.176","0.089","0.125","0.029","0.033","0.031"
"YOS404","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.378","0.863","0.314","0.448","0.755","0.198","0.174","0.1","0.037","0.049","0.024"
"YOS404","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","0.348","0.909","0.259","0.73","0.977","0.205","0.094","0.163","0.033","0.049","0.015"
"YOS404","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.299","0.729","0.133","0.295","0.423","0.249","0.063","0.055","0.016","0.043","0.015"
"YOS404","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","0.768","0.912","0.548","0.813","1.348","0.341","0.169","0.164","0.039","0.051","0.015"
"YOS404","2014.0","15.0","04/08/2014 09:00:00","04/15/2014 08:00:00","0.521","1.116","0.476","0.572","1.04","0.405","0.134","0.185","0.037","0.045","0.015"
"YOS404","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","0.357","0.57","0.14","0.256","0.392","0.191","0.098","0.044","0.023","0.034","0.015"
